respondent_id,comment_text,hearing_date,ward,role,language,housing_tenure,school,validation_theme
SYN-0875,The online form must work with keyboards and screen readers.,2026-09-12,8,Parent,English,Renter,Community School B,accessibility
SYN-0876,"After attending multiple hearings, I am increasingly concerned. Families received the notice too late to prepare meaningful comments.",2026-09-12,7,Parent,English,Renter,Community School C,communication
SYN-0877,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-02,10,Resident,English,Renter,Community School D,classroom_resources
SYN-0878,Students need a safer arrival plan and trained staff at dismissal.,2026-09-12,20,Parent,English,Renter,Community School A,school_safety
SYN-0879,Students are waiting too long for mental-health support.,2026-09-12,10,Resident,English,Renter,Community School C,mental_health
SYN-0880,Families need clear transportation updates before routes change.,2026-09-07,8,Resident,English,Renter,Community School D,transportation
SYN-0881,Why was the accessibility plan not included with the proposal?,2026-09-07,6,Student,English,Renter,Community School B,accessibility
SYN-0882,Regular multilingual updates would make this process easier to follow.,2026-09-12,6,Parent,English,Renter,Community School A,communication
SYN-0883,"After attending multiple hearings, I am increasingly concerned. Class sizes are too large and students need more classroom materials.",2026-09-12,10,Parent,English,Renter,Community School C,classroom_resources
SYN-0884,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,20,Parent,Spanish,Renter,Community School B,school_safety
SYN-0885,"How many additional clinicians will this proposal place in schools? Contact Riley Parker at sample.person885@example.org or 312-555-1885. I live at 985 Community Avenue, Apt 16A.",2026-09-12,8,Resident,English,Renter,Community School D,mental_health
SYN-0886,Will the district publish route performance and missed-pickup data?,2026-09-07,10,Parent,English,Renter,Community School D,transportation
SYN-0887,Families need interpretation and disability accommodations at every meeting.,2026-09-02,8,Parent,English,Renter,Community School A,accessibility
SYN-0888,Regular multilingual updates would make this process easier to follow.,2026-09-12,20,Parent,English,Owner,Community School D,communication
SYN-0889,The proposal should add counselors instead of cutting school staff.,2026-09-07,8,Resident,English,Renter,Community School A,classroom_resources
SYN-0890,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,5,Parent,Spanish,Owner,Community School D,school_safety
SYN-0891,"After attending multiple hearings, I am increasingly concerned. Every school needs reliable access to social workers and counselors.",2026-09-12,6,Community organizer,Mandarin,Other,Community School A,mental_health
SYN-0892,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,6,Parent,English,Renter,Community School C,transportation
SYN-0893,Families need interpretation and disability accommodations at every meeting.,2026-09-02,6,Community organizer,English,Owner,Community School D,accessibility
SYN-0894,"Please publish decisions, supporting data, and meeting dates in one place. Contact Taylor Parker at sample.person894@example.org or 312-555-1894.",2026-09-07,6,Parent,English,Renter,Community School D,communication
SYN-0895,The proposal should add counselors instead of cutting school staff. Contact Morgan Quinn at sample.person895@example.org or 312-555-1895.,2026-09-02,8,Teacher,English,Renter,Community School C,classroom_resources
SYN-0896,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,6,Student,English,Owner,Community School C,school_safety
SYN-0897,Every school needs reliable access to social workers and counselors.,2026-09-02,8,Parent,English,Renter,Community School B,mental_health
SYN-0898,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,6,Student,English,Owner,Community School C,transportation
SYN-0899,"After attending multiple hearings, I am increasingly concerned. Why was the accessibility plan not included with the proposal? I live at 999 Learning Street, Apt 30A.",2026-09-12,7,Student,English,Owner,Community School A,accessibility
SYN-0900,Who is responsible for answering questions submitted at the hearing?,2026-09-02,8,Teacher,English,Other,Community School A,communication
SYN-0901,"The proposal should add counselors instead of cutting school staff. Contact Taylor Quinn at sample.person901@example.org or 312-555-1901. I live at 1001 Public Square Road, Apt 2C.",2026-09-02,6,Teacher,English,Renter,Community School B,classroom_resources
SYN-0902,Students need a safer arrival plan and trained staff at dismissal.,2026-09-02,10,Parent,English,Renter,Community School D,school_safety
SYN-0903,Students are waiting too long for mental-health support.,2026-09-02,5,Parent,English,Renter,Community School A,mental_health
SYN-0904,Families need clear transportation updates before routes change. Contact Casey Reed at sample.person904@example.org or 312-555-1904.,2026-09-12,10,Resident,English,Renter,Community School A,transportation
SYN-0905,Families need interpretation and disability accommodations at every meeting.,2026-09-12,10,Parent,English,Renter,Community School B,accessibility
SYN-0906,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,8,Parent,English,Renter,Community School B,communication
SYN-0907,Class sizes are too large and students need more classroom materials.,2026-09-12,8,Parent,English,Other,Community School C,classroom_resources
SYN-0908,Will families be included when the new safety procedures are reviewed?,2026-09-12,8,Student,English,Owner,Community School A,school_safety
SYN-0909,"After attending multiple hearings, I am increasingly concerned. Every school needs reliable access to social workers and counselors.",2026-09-12,10,Resident,English,Renter,Community School B,mental_health
SYN-0910,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,10,Parent,English,Renter,Community School D,transportation
SYN-0911,Why was the accessibility plan not included with the proposal?,2026-09-12,8,Parent,English,Renter,Community School A,accessibility
SYN-0912,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-02,7,Parent,English,Renter,Community School C,communication
SYN-0913,Class sizes are too large and students need more classroom materials.,2026-09-07,10,Parent,English,Renter,Community School D,classroom_resources
SYN-0914,Students need a safer arrival plan and trained staff at dismissal.,2026-09-07,7,Parent,English,Renter,Community School B,school_safety
SYN-0915,Every school needs reliable access to social workers and counselors.,2026-09-07,8,Parent,English,Renter,Community School A,mental_health
SYN-0916,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,6,Parent,English,Renter,Community School C,transportation
SYN-0917,Families need interpretation and disability accommodations at every meeting.,2026-09-07,20,Parent,English,Renter,Community School C,accessibility
SYN-0918,Families received the notice too late to prepare meaningful comments.,2026-09-02,8,Parent,English,Renter,Community School B,communication
SYN-0919,"Class sizes are too large and students need more classroom materials. I live at 1019 Public Square Road, Apt 20A.",2026-09-12,20,Parent,English,Renter,Community School D,classroom_resources
SYN-0920,Will families be included when the new safety procedures are reviewed?,2026-09-07,8,Parent,English,Other,Community School A,school_safety
SYN-0921,The district should fund trauma-informed services throughout the year.,2026-09-02,6,Parent,Spanish,Renter,Community School C,mental_health
SYN-0922,Will the district publish route performance and missed-pickup data?,2026-09-07,7,Resident,English,Renter,Community School A,transportation
SYN-0923,The online form must work with keyboards and screen readers.,2026-09-02,20,Parent,English,Renter,Community School B,accessibility
SYN-0924,Who is responsible for answering questions submitted at the hearing?,2026-09-07,7,Parent,Spanish,Other,Community School D,communication
SYN-0925,The proposal should add counselors instead of cutting school staff.,2026-09-12,8,Resident,English,Renter,Community School D,classroom_resources
SYN-0926,Students need a safer arrival plan and trained staff at dismissal.,2026-09-02,10,Parent,English,Renter,Community School D,school_safety
SYN-0927,"After attending multiple hearings, I am increasingly concerned. How many additional clinicians will this proposal place in schools? I live at 1027 Public Square Road, Apt 28C.",2026-09-12,8,Parent,English,Renter,Community School A,mental_health
SYN-0928,Long travel times are making after-school participation difficult. Contact Casey Quinn at sample.person928@example.org or 312-555-1928.,2026-09-07,8,Parent,English,Renter,Community School D,transportation
SYN-0929,The online form must work with keyboards and screen readers.,2026-09-07,7,Parent,English,Owner,Community School B,accessibility
SYN-0930,"After attending multiple hearings, I am increasingly concerned. Who is responsible for answering questions submitted at the hearing?",2026-09-12,10,Parent,English,Renter,Community School D,communication
SYN-0931,The proposal should add counselors instead of cutting school staff.,2026-09-12,8,Parent,English,Renter,Community School B,classroom_resources
SYN-0932,Will families be included when the new safety procedures are reviewed? Contact Casey Brooks at sample.person932@example.org or 312-555-1932.,2026-09-07,8,Student,English,Renter,Community School A,school_safety
SYN-0933,Students are waiting too long for mental-health support.,2026-09-07,8,Parent,English,Owner,Community School D,mental_health
SYN-0934,Long travel times are making after-school participation difficult.,2026-09-07,10,Parent,English,Renter,Community School A,transportation
SYN-0935,Meeting materials should be accessible before the public hearing.,2026-09-07,7,Parent,English,Owner,Community School D,accessibility
SYN-0936,"Please publish decisions, supporting data, and meeting dates in one place. Contact Riley Brooks at sample.person936@example.org or 312-555-1936.",2026-09-12,8,Parent,English,Renter,Community School B,communication
SYN-0937,Class sizes are too large and students need more classroom materials.,2026-09-12,10,Parent,Mandarin,Renter,Community School C,classroom_resources
SYN-0938,Broken exterior lighting has been reported repeatedly without a response.,2026-09-07,6,Parent,English,Renter,Community School D,school_safety
SYN-0939,How many additional clinicians will this proposal place in schools?,2026-09-02,8,Parent,English,Owner,Community School A,mental_health
SYN-0940,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,10,Parent,English,Renter,Community School B,transportation
SYN-0941,Families need interpretation and disability accommodations at every meeting.,2026-09-07,7,Parent,English,Renter,Community School D,accessibility
SYN-0942,Families received the notice too late to prepare meaningful comments.,2026-09-02,10,Resident,English,Renter,Community School B,communication
SYN-0943,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-02,7,Parent,English,Renter,Community School B,classroom_resources
SYN-0944,"Broken exterior lighting has been reported repeatedly without a response. I live at 1044 Community Avenue, Apt 15C.",2026-09-07,10,Teacher,English,Renter,Community School D,school_safety
SYN-0945,"After attending multiple hearings, I am increasingly concerned. The district should fund trauma-informed services throughout the year.",2026-09-12,10,Parent,English,Owner,Community School B,mental_health
SYN-0946,Will the district publish route performance and missed-pickup data?,2026-09-07,7,Parent,English,Renter,Community School B,transportation
SYN-0947,Families need interpretation and disability accommodations at every meeting.,2026-09-02,8,Parent,Polish,Renter,Community School A,accessibility
SYN-0948,Families received the notice too late to prepare meaningful comments.,2026-09-07,6,Parent,English,Renter,Community School B,communication
SYN-0949,"After attending multiple hearings, I am increasingly concerned. Why are classroom positions being reduced when enrollment is stable? I live at 1049 Public Square Road, Apt 20A.",2026-09-12,7,Parent,English,Renter,Community School A,classroom_resources
SYN-0950,"After attending multiple hearings, I am increasingly concerned. Please explain how the safety budget will be used at each school. Contact Morgan Quinn at sample.person950@example.org or 312-555-1950.",2026-09-12,8,Parent,English,Renter,Community School D,school_safety
SYN-0951,"After attending multiple hearings, I am increasingly concerned. Every school needs reliable access to social workers and counselors. I live at 1051 Civic Way, Apt 22B.",2026-09-12,6,Teacher,English,Renter,Community School B,mental_health
SYN-0952,Families need clear transportation updates before routes change.,2026-09-12,7,Parent,English,Renter,Community School C,transportation
SYN-0953,The online form must work with keyboards and screen readers.,2026-09-02,7,Parent,English,Renter,Community School B,accessibility
SYN-0954,"After attending multiple hearings, I am increasingly concerned. Please publish decisions, supporting data, and meeting dates in one place.",2026-09-12,7,Resident,English,Renter,Community School A,communication
SYN-0955,Class sizes are too large and students need more classroom materials.,2026-09-07,7,Parent,English,Renter,Community School A,classroom_resources
SYN-0956,"Students need a safer arrival plan and trained staff at dismissal. I live at 1056 Learning Street, Apt 27A.",2026-09-12,6,Parent,English,Renter,Community School C,school_safety
SYN-0957,Students are waiting too long for mental-health support.,2026-09-07,6,Community organizer,English,Renter,Community School C,mental_health
SYN-0958,The current bus schedule causes students to arrive late.,2026-09-07,8,Parent,English,Owner,Community School B,transportation
SYN-0959,Why was the accessibility plan not included with the proposal?,2026-09-07,6,Parent,English,Owner,Community School C,accessibility
SYN-0960,Families received the notice too late to prepare meaningful comments.,2026-09-02,10,Parent,English,Renter,Community School D,communication
SYN-0961,"Please protect funding for teachers, books, and after-school tutoring. Contact Jordan Lane at sample.person961@example.org or 312-555-1961.",2026-09-02,10,Parent,English,Owner,Community School B,classroom_resources
SYN-0962,Broken exterior lighting has been reported repeatedly without a response. Contact Morgan Quinn at sample.person962@example.org or 312-555-1962.,2026-09-07,5,Resident,Spanish,Renter,Community School A,school_safety
SYN-0963,How many additional clinicians will this proposal place in schools?,2026-09-12,8,Parent,Spanish,Renter,Community School A,mental_health
SYN-0964,"After attending multiple hearings, I am increasingly concerned. Will the district publish route performance and missed-pickup data?",2026-09-12,10,Teacher,Spanish,Other,Community School A,transportation
SYN-0965,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,10,Teacher,English,Renter,Community School A,accessibility
SYN-0966,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,8,Parent,English,Renter,Community School D,communication
SYN-0967,Why are classroom positions being reduced when enrollment is stable?,2026-09-12,8,Parent,English,Renter,Community School A,classroom_resources
SYN-0968,Please explain how the safety budget will be used at each school.,2026-09-02,20,Parent,English,Renter,Community School B,school_safety
SYN-0969,"After attending multiple hearings, I am increasingly concerned. Every school needs reliable access to social workers and counselors.",2026-09-12,8,Parent,English,Renter,Community School B,mental_health
SYN-0970,Families need clear transportation updates before routes change.,2026-09-02,10,Resident,English,Renter,Community School B,transportation
SYN-0971,Families need interpretation and disability accommodations at every meeting.,2026-09-02,10,Parent,Spanish,Renter,Community School B,accessibility
SYN-0972,Regular multilingual updates would make this process easier to follow.,2026-09-07,8,Parent,Spanish,Owner,Community School D,communication
SYN-0973,Class sizes are too large and students need more classroom materials.,2026-09-12,10,Parent,English,Other,Community School C,classroom_resources
SYN-0974,"After attending multiple hearings, I am increasingly concerned. Students need a safer arrival plan and trained staff at dismissal.",2026-09-12,7,Parent,English,Other,Community School D,school_safety
SYN-0975,The district should fund trauma-informed services throughout the year.,2026-09-12,6,Community organizer,English,Renter,Community School A,mental_health
SYN-0976,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,7,Parent,English,Renter,Community School D,transportation
SYN-0977,Meeting materials should be accessible before the public hearing.,2026-09-07,8,Teacher,English,Owner,Community School D,accessibility
SYN-0978,Who is responsible for answering questions submitted at the hearing?,2026-09-02,10,Parent,Spanish,Renter,Community School D,communication
SYN-0979,Class sizes are too large and students need more classroom materials.,2026-09-02,10,Resident,English,Owner,Community School D,classroom_resources
SYN-0980,Broken exterior lighting has been reported repeatedly without a response.,2026-09-02,8,Resident,English,Owner,Community School B,school_safety
SYN-0981,The district should fund trauma-informed services throughout the year.,2026-09-07,6,Teacher,English,Renter,Community School D,mental_health
SYN-0982,Long travel times are making after-school participation difficult. Contact Casey Reed at sample.person982@example.org or 312-555-1982.,2026-09-07,8,Parent,English,Owner,Community School C,transportation
SYN-0983,"After attending multiple hearings, I am increasingly concerned. The online form must work with keyboards and screen readers.",2026-09-12,8,Resident,English,Renter,Community School C,accessibility
SYN-0984,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,7,Student,English,Renter,Community School D,communication
SYN-0985,"Please protect funding for teachers, books, and after-school tutoring.",2026-09-07,20,Teacher,English,Renter,Community School D,classroom_resources
SYN-0986,Will families be included when the new safety procedures are reviewed?,2026-09-07,6,Parent,English,Renter,Community School C,school_safety
SYN-0987,Students are waiting too long for mental-health support.,2026-09-07,7,Resident,English,Renter,Community School C,mental_health
SYN-0988,"After attending multiple hearings, I am increasingly concerned. The current bus schedule causes students to arrive late.",2026-09-12,7,Resident,English,Renter,Community School B,transportation
SYN-0989,Meeting materials should be accessible before the public hearing.,2026-09-07,10,Resident,English,Renter,Community School C,accessibility
SYN-0990,"Please publish decisions, supporting data, and meeting dates in one place.",2026-09-07,8,Resident,English,Renter,Community School B,communication
SYN-0991,Why are classroom positions being reduced when enrollment is stable?,2026-09-12,8,Parent,Spanish,Renter,Community School B,classroom_resources
SYN-0992,Will families be included when the new safety procedures are reviewed?,2026-09-02,7,Parent,English,Renter,Community School B,school_safety
SYN-0993,Students are waiting too long for mental-health support.,2026-09-02,6,Community organizer,Polish,Owner,Community School D,mental_health
SYN-0994,"After attending multiple hearings, I am increasingly concerned. Long travel times are making after-school participation difficult.",2026-09-12,10,Community organizer,English,Owner,Community School B,transportation
SYN-0995,Families need interpretation and disability accommodations at every meeting.,2026-09-07,10,Resident,English,Renter,Community School C,accessibility
SYN-0996,Families received the notice too late to prepare meaningful comments. Contact Riley Quinn at sample.person996@example.org or 312-555-1996.,2026-09-07,8,Teacher,English,Renter,Community School D,communication
SYN-0997,Class sizes are too large and students need more classroom materials.,2026-09-07,10,Parent,English,Renter,Community School C,classroom_resources
SYN-0998,"After attending multiple hearings, I am increasingly concerned. Students need a safer arrival plan and trained staff at dismissal.",2026-09-12,6,Resident,English,Other,Community School A,school_safety
SYN-0999,"Students are waiting too long for mental-health support. I live at 1099 Public Square Road, Apt 10C.",2026-09-02,7,Student,English,Renter,Community School A,mental_health
SYN-1000,Will the district publish route performance and missed-pickup data?,2026-09-12,8,Teacher,English,Renter,Community School D,transportation
